Search the first 100000000 integer powers of ^3 or more for Beal's triples.
Search begins for B^j = 0:0, log10(Bj) = 0
23.9861 log10 of highest power in the list
hardware concurrency: 16
trials, zeros, log10(A^i), log10(B^j), A, i, B, j, C, k, GCD(A B C)
98374054, 326, 12.7756, 13.2171, 18135, 3, 2015, 4, 28210, 3, 2015
99849351, 327, 13.1026, 13.2268, 23310, 3, 25641, 3, 2331, 4, 2331
102169317, 328, 13.0556, 13.2419, 22484, 3, 2044, 4, 30660, 3, 2044
102717496, 329, 13.2453, 13.2453, 2, 44, 2, 44, 2, 45, 2
105787358, 330, 12.0461, 13.2656, 10360, 3, 2072, 4, 26936, 3, 2072
109528061, 331, 12.76, 13.2883, 17920, 3, 26880, 3, 2240, 4, 2240
114138903, 332, 11.7932, 13.316, 8532, 3, 2133, 4, 27729, 3, 2133
115819808, 333, 12.1988, 13.3257, 11648, 3, 27664, 3, 2184, 4, 728
116772575, 334, 12.9582, 13.331, 1736, 4, 27776, 3, 31248, 3, 1736
119358392, 335, 11.4407, 13.3458, 6510, 3, 2170, 4, 28210, 3, 2170
122114718, 336, 10.9238, 13.361, 4378, 3, 2189, 4, 28457, 3, 2189
123140663, 337, 10.0249, 13.3665, 2196, 3, 2196, 4, 28548, 3, 2196
123378029, 338, 10.0261, 13.3679, 2198, 3, 28574, 3, 2198, 4, 2198
124155155, 339, 10.9333, 13.3721, 4410, 3, 28665, 3, 2205, 4, 2205
126260935, 340, 11.4728, 13.3832, 6672, 3, 28912, 3, 2224, 4, 2224
128142435, 341, 12.5683, 13.3929, 1387, 4, 29127, 3, 30514, 3, 1387
128497770, 342, 12.7554, 13.3948, 17856, 3, 2232, 4, 31248, 3, 2232
129574784, 343, 13.3998, 13.3998, 29282, 3, 29282, 3, 2662, 4, 2662
130411912, 344, 11.8691, 13.4047, 9044, 3, 29393, 3, 2261, 4, 2261
131259907, 345, 13.0339, 13.4088, 22113, 3, 29484, 3, 2457, 4, 2457
137240284, 346, 11.9894, 13.4386, 9919, 3, 2289, 4, 30520, 3, 763
137432424, 347, 12.1945, 13.4394, 11610, 3, 30186, 3, 2322, 4, 2322
138059966, 348, 12.3029, 13.4424, 12617, 3, 2294, 4, 30969, 3, 1147
139109063, 349, 13.345, 13.4472, 2169, 4, 30366, 3, 36873, 3, 2169
142518521, 350, 11.9723, 13.4636, 248, 5, 30752, 3, 496, 5, 248
145805413, 351, 13.1774, 13.4784, 432, 5, 31104, 3, 2592, 4, 432
148165187, 352, 12.4821, 13.4895, 14478, 3, 31369, 3, 2413, 4, 2413
150019530, 353, 13.3607, 13.4975, 28416, 3, 2368, 4, 37888, 3, 2368
151156996, 354, 13.127, 13.5027, 23750, 3, 2375, 4, 35625, 3, 2375
154046062, 355, 11.6124, 13.5154, 800, 4, 32000, 3, 2400, 4, 800
155483229, 356, 12.6765, 13.5216, 7, 15, 7, 16, 33614, 3, 7
156284539, 357, 12.3599, 13.525, 13182, 3, 507, 5, 32955, 3, 507
161198836, 358, 13.3075, 13.5451, 27280, 3, 32736, 3, 2728, 4, 2728
161533978, 359, 13.5463, 13.5463, 2, 45, 2, 45, 2, 46, 2
163297289, 360, 12.1862, 13.554, 11536, 3, 32960, 3, 2472, 4, 824
163589090, 361, 11.7211, 13.5553, 8073, 3, 32994, 3, 2457, 4, 351
163899379, 362, 12.7498, 13.5563, 17780, 3, 33020, 3, 2540, 4, 2540
164091172, 363, 12.1751, 13.5574, 11438, 3, 2451, 4, 33497, 3, 817
164502580, 364, 13.1566, 13.5588, 1946, 4, 33082, 3, 36974, 3, 1946
164941956, 365, 13.1856, 13.5604, 24843, 3, 182, 6, 91, 7, 91
167258384, 366, 12.83, 13.5698, 18909, 3, 33363, 3, 2574, 4, 99
167756876, 367, 12.7262, 13.5719, 1519, 4, 33418, 3, 34937, 3, 1519
167841646, 368, 11.3751, 13.5723, 6190, 3, 33426, 3, 2476, 4, 1238
169693240, 369, 10.3714, 13.5796, 2865, 3, 33616, 3, 2483, 4, 191
172642004, 370, 13.357, 13.5908, 2184, 4, 33904, 3, 39520, 3, 104
174766574, 371, 11.1605, 13.5992, 5250, 3, 34125, 3, 525, 5, 525
177930406, 372, 12.5428, 13.6111, 15168, 3, 2528, 4, 35392, 3, 2528
178017071, 373, 11.2276, 13.6114, 176, 5, 88, 7, 528, 5, 88
178492248, 374, 12.108, 13.6132, 264, 5, 528, 5, 34848, 3, 264
185915534, 375, 13.0077, 13.6403, 21672, 3, 35217, 3, 2709, 4, 2709
194086418, 376, 12.1723, 13.6688, 11414, 3, 35998, 3, 2634, 4, 878
195161367, 377, 12.3513, 13.6725, 13095, 3, 2619, 4, 36666, 3, 2619
196819422, 378, 12.8509, 13.678, 1632, 4, 544, 5, 2720, 4, 544
200539649, 379, 13.1305, 13.6904, 23814, 3, 2646, 4, 39690, 3, 2646
201773951, 380, 13.5809, 13.6943, 33649, 3, 36708, 3, 3059, 4, 3059
202829142, 381, 13.235, 13.6979, 25803, 3, 549, 5, 40626, 3, 549
203388282, 382, 13.5616, 13.6995, 2457, 4, 36855, 3, 44226, 3, 2457
203775104, 383, 13.5381, 13.7008, 11, 13, 2662, 4, 43923, 3, 11
207283265, 384, 12.0906, 13.7125, 10720, 3, 2680, 4, 37520, 3, 2680
214796936, 385, 13.6436, 13.7357, 35308, 3, 2716, 4, 46172, 3, 2716
214859684, 386, 11.7336, 13.7364, 8151, 3, 2717, 4, 38038, 3, 2717
216305482, 387, 13.2616, 13.7407, 26334, 3, 38038, 3, 2926, 4, 2926
217124815, 388, 12.8773, 13.7432, 1657, 4, 38111, 3, 39768, 3, 1657
218810331, 389, 11.2144, 13.7485, 5472, 3, 2736, 4, 38304, 3, 2736
220290394, 390, 10.3147, 13.7529, 2743, 3, 2743, 4, 38402, 3, 2743
220650570, 391, 10.3156, 13.754, 2745, 3, 38430, 3, 2745, 4, 2745
221754318, 392, 11.222, 13.7573, 5504, 3, 38528, 3, 2752, 4, 2752
224761289, 393, 11.7593, 13.7663, 8313, 3, 38794, 3, 2771, 4, 2771
225060988, 394, 13.4493, 13.7668, 30415, 3, 2765, 4, 44240, 3, 2765
226884956, 395, 12.7681, 13.7724, 18031, 3, 2774, 4, 40223, 3, 1387
227487383, 396, 13.3442, 13.774, 2168, 4, 39024, 3, 43360, 3, 2168
230663236, 397, 12.9562, 13.7833, 1734, 4, 34, 9, 2890, 4, 34
230730254, 398, 12.1514, 13.7836, 11232, 3, 39312, 3, 2808, 4, 2808
230945127, 399, 12.5192, 13.7843, 14896, 3, 2793, 4, 40033, 3, 931
231357443, 400, 12.8823, 13.7854, 3, 27, 39366, 3, 3, 29, 3
240721631, 401, 12.4701, 13.8116, 14345, 3, 40166, 3, 2869, 4, 2869
246468598, 402, 13.0797, 13.8273, 22904, 3, 2863, 4, 42945, 3, 2863
252532968, 403, 11.7465, 13.8434, 8232, 3, 41160, 3, 588, 5, 588
253838650, 404, 12.3933, 13.8469, 13524, 3, 588, 5, 41748, 3, 588
254191185, 405, 13.8474, 13.8474, 2, 46, 2, 46, 2, 47, 2
255558239, 406, 13.7133, 13.8512, 91, 7, 41405, 3, 49686, 3, 91
255900556, 407, 12.7483, 13.8523, 17760, 3, 41440, 3, 2960, 4, 2960
256448792, 408, 13.8533, 13.8533, 41472, 3, 41472, 3, 3456, 4, 3456
257432484, 409, 13.5142, 13.8561, 31970, 3, 41561, 3, 3197, 4, 3197
258727902, 410, 13.8592, 13.8592, 54, 8, 54, 8, 52488, 3, 54
262934497, 411, 12.6526, 13.8702, 1456, 4, 42016, 3, 42848, 3, 208
271167542, 412, 12.9442, 13.8907, 388, 5, 42680, 3, 44232, 3, 388
272061399, 413, 12.6796, 13.8928, 16847, 3, 2973, 4, 43604, 3, 991
274089825, 414, 12.1216, 13.8978, 10978, 3, 42914, 3, 2994, 4, 998
277978978, 415, 13.0039, 13.907, 147, 6, 43218, 3, 3087, 4, 147
277980814, 416, 13.0221, 13.9072, 1801, 4, 43224, 3, 45025, 3, 1801
280698544, 417, 13.8046, 13.9132, 39951, 3, 43425, 3, 3474, 4, 1737
282998975, 418, 13.7247, 13.9189, 37576, 3, 43615, 3, 671, 5, 671
284730500, 419, 12.3426, 13.9231, 1218, 4, 609, 5, 3045, 4, 609
286418999, 420, 12.9805, 13.9269, 21224, 3, 3032, 4, 45480, 3, 3032
290613581, 421, 13.7655, 13.9365, 2763, 4, 44208, 3, 52497, 3, 2763
291124878, 422, 10.982, 13.9379, 4578, 3, 44254, 3, 3052, 4, 1526
291490349, 423, 13.3787, 13.9386, 28812, 3, 98, 7, 48020, 3, 98
294642633, 424, 13.1266, 13.9457, 422, 5, 211, 6, 633, 5, 211
300577362, 425, 13.9074, 13.9587, 43232, 3, 3088, 4, 55584, 3, 3088
302560594, 426, 13.4724, 13.9632, 30960, 3, 3096, 4, 49536, 3, 3096
308323883, 427, 11.1807, 13.9759, 624, 4, 624, 5, 3120, 4, 624
308599671, 428, 13.2473, 13.9764, 26048, 3, 45584, 3, 3256, 4, 3256
309377550, 429, 13.5223, 13.978, 2402, 4, 45638, 3, 50442, 3, 2402
311238527, 430, 11.1863, 13.9822, 626, 4, 3130, 4, 626, 5, 626
312423456, 431, 13.7668, 13.9844, 38808, 3, 45864, 3, 3528, 4, 3528
318841038, 432, 12.8331, 13.9982, 18954, 3, 3159, 4, 47385, 3, 3159
321370021, 433, 13.6376, 14.0032, 35145, 3, 46530, 3, 3465, 4, 495
323010171, 434, 13.1036, 14.0067, 23328, 3, 6, 18, 648, 5, 6
325143518, 435, 12.0808, 14.0112, 10640, 3, 46816, 3, 3192, 4, 1064
325890592, 436, 13.7469, 14.0124, 38220, 3, 3185, 4, 54145, 3, 3185
331170191, 437, 12.4316, 14.0233, 1282, 4, 3205, 4, 641, 5, 641
343468236, 438, 12.6326, 14.0475, 16250, 3, 3250, 4, 48750, 3, 3250
349087832, 439, 14.0579, 14.0579, 648, 5, 648, 5, 3888, 4, 648
350356184, 440, 13.4848, 14.0605, 31257, 3, 48622, 3, 3473, 4, 3473
352484016, 441, 13.161, 14.0646, 1951, 4, 48775, 3, 50726, 3, 1951
353570491, 442, 13.739, 14.0664, 37989, 3, 48843, 3, 3618, 4, 1809
358122353, 443, 13.1815, 14.0751, 24765, 3, 3302, 4, 51181, 3, 1651
360639757, 444, 12.3661, 14.0798, 13244, 3, 3311, 4, 49665, 3, 3311
371292629, 445, 12.0057, 14.0991, 10044, 3, 3348, 4, 50220, 3, 3348
372173627, 446, 12.9804, 14.1007, 21223, 3, 3351, 4, 51382, 3, 1117
374933520, 447, 12.7658, 14.1055, 1554, 4, 50330, 3, 51086, 3, 14
376871516, 448, 11.4848, 14.109, 6734, 3, 3367, 4, 50505, 3, 3367
376954725, 449, 13.4445, 14.109, 30303, 3, 3367, 4, 53872, 3, 3367
378897929, 450, 10.5844, 14.1126, 3374, 3, 3374, 4, 50610, 3, 3374
379398438, 451, 10.5852, 14.1135, 3376, 3, 50640, 3, 3376, 4, 3376
380929928, 452, 11.491, 14.1162, 6766, 3, 50745, 3, 3383, 4, 3383
385164297, 453, 12.0266, 14.1235, 10206, 3, 51030, 3, 3402, 4, 3402
385290577, 454, 14.0191, 14.1233, 47100, 3, 51025, 3, 3925, 4, 3925
387241152, 455, 12.6734, 14.1269, 16767, 3, 3402, 4, 51759, 3, 243
391298701, 456, 14.1028, 14.1336, 3355, 4, 671, 5, 4026, 4, 671
393462880, 457, 12.4155, 14.1376, 13756, 3, 51585, 3, 3439, 4, 3439
400148488, 458, 14.1484, 14.1484, 2, 47, 2, 47, 2, 48, 2
400762852, 459, 12.7348, 14.1497, 26, 9, 26, 10, 52728, 3, 26
406126407, 460, 13.72, 14.1584, 37440, 3, 52416, 3, 3744, 4, 3744
407163077, 461, 13.9581, 14.16, 3087, 4, 52479, 3, 61740, 3, 3087
407307162, 462, 12.7291, 14.1605, 17500, 3, 52500, 3, 3500, 4, 3500
412337325, 463, 14.1545, 14.1683, 52260, 3, 3484, 4, 66196, 3, 3484
414427838, 464, 13.6917, 14.1718, 2648, 4, 52960, 3, 58256, 3, 2648
420701938, 465, 14.1816, 14.1816, 686, 5, 686, 5, 67228, 3, 686
426610538, 466, 13.3037, 14.1911, 2118, 4, 3530, 4, 706, 5, 706
428426641, 467, 13.0001, 14.1939, 21546, 3, 53865, 3, 3591, 4, 3591
430513290, 468, 13.0211, 14.1972, 1800, 4, 54000, 3, 60, 8, 60
432634727, 469, 13.122, 14.2004, 23660, 3, 3549, 4, 55601, 3, 1183
442839402, 470, 13.2947, 14.2159, 2107, 4, 54782, 3, 56889, 3, 2107
443320433, 471, 13.7866, 14.2165, 39402, 3, 3582, 4, 60894, 3, 3582
443907010, 472, 13.3724, 14.2175, 28672, 3, 3584, 4, 57344, 3, 3584
455279122, 473, 14.234, 14.234, 108, 7, 108, 7, 69984, 3, 108
455401038, 474, 11.9555, 14.2345, 9664, 3, 55568, 3, 3624, 4, 1208
458729444, 475, 13.2462, 14.2392, 26026, 3, 55770, 3, 3718, 4, 3718
460796726, 476, 14.0233, 14.242, 47255, 3, 3635, 4, 65430, 3, 3635
472848810, 477, 13.7084, 14.2593, 37107, 3, 56637, 3, 3906, 4, 1953
479691743, 478, 13.9546, 14.2688, 44825, 3, 57050, 3, 4075, 4, 4075
480975328, 479, 14.2704, 14.2704, 57122, 3, 57122, 3, 4394, 4, 4394
490752450, 480, 9.80994, 14.284, 1862, 3, 57722, 3, 3724, 4, 1862
500628185, 481, 13.4781, 14.2971, 31096, 3, 58305, 3, 3887, 4, 3887
500883928, 482, 13.2584, 14.2975, 26271, 3, 3753, 4, 60048, 3, 3753
504936573, 483, 11.9191, 14.3029, 242, 5, 242, 6, 726, 5, 242
517908307, 484, 14.2034, 14.3194, 54257, 3, 59312, 3, 4381, 4, 337
520202938, 485, 11.9369, 14.3226, 244, 5, 732, 5, 244, 6, 244
537269234, 486, 11.863, 14.344, 9002, 3, 60442, 3, 3858, 4, 1286
545830494, 487, 13.5541, 14.3544, 32963, 3, 3878, 4, 63987, 3, 1939
546548445, 488, 13.1009, 14.3553, 23280, 3, 3880, 4, 62080, 3, 3880
547651269, 489, 13.8532, 14.3565, 2906, 4, 61026, 3, 66838, 3, 2906
549625823, 490, 14.0579, 14.3589, 648, 5, 3888, 4, 69984, 3, 648
551788528, 491, 13.4233, 14.3616, 2269, 4, 61263, 3, 63532, 3, 2269
557137968, 492, 13.7023, 14.3679, 36936, 3, 61560, 3, 4104, 4, 4104
558859209, 493, 13.7775, 14.37, 39130, 3, 3913, 4, 66521, 3, 3913
560058870, 494, 14.1407, 14.3713, 3429, 4, 61722, 3, 72009, 3, 3429
568866955, 495, 14.3815, 14.3815, 62208, 3, 62208, 3, 864, 5, 864
573493569, 496, 14.366, 14.3869, 3904, 4, 62464, 3, 78080, 3, 3904
573544888, 497, 12.7785, 14.3872, 18176, 3, 62480, 3, 3976, 4, 568
576011068, 498, 14.189, 14.3899, 53664, 3, 62608, 3, 4472, 4, 4472
577761127, 499, 13.39, 14.3921, 29062, 3, 3963, 4, 64729, 3, 1321
578276386, 500, 13.8327, 14.3926, 40824, 3, 756, 5, 68040, 3, 756
580873250, 501, 12.8936, 14.3956, 19855, 3, 3971, 4, 63536, 3, 3971
592274575, 502, 14.4082, 14.4082, 4000, 4, 4000, 4, 80000, 3, 4000
604524719, 503, 12.6227, 14.4221, 16128, 3, 4032, 4, 64512, 3, 4032
619156072, 504, 12.2598, 14.438, 12207, 3, 4069, 4, 65104, 3, 4069
626770043, 505, 11.7376, 14.446, 8176, 3, 4088, 4, 65408, 3, 4088
629581307, 506, 10.8368, 14.449, 4095, 3, 4095, 4, 65520, 3, 4095
630244773, 507, 14.4494, 14.4494, 2, 48, 2, 48, 2, 49, 2
630280645, 508, 10.8374, 14.4498, 4097, 3, 65552, 3, 4097, 4, 4097
631842235, 509, 13.9229, 14.4512, 43750, 3, 65625, 3, 4375, 4, 4375
632399123, 510, 11.7427, 14.452, 8208, 3, 65664, 3, 4104, 4, 4104
633333767, 511, 14.0772, 14.4528, 49248, 3, 4104, 4, 73872, 3, 4104
636069785, 512, 13.0244, 14.4558, 28, 9, 65856, 3, 28, 10, 28
637891092, 513, 14.2815, 14.4575, 57610, 3, 4115, 4, 78185, 3, 4115
638215952, 514, 12.277, 14.458, 12369, 3, 65968, 3, 4123, 4, 4123
649528992, 515, 12.6635, 14.4696, 16640, 3, 66560, 3, 4160, 4, 4160
657108356, 516, 13.3122, 14.4773, 27378, 3, 117, 7, 68445, 3, 117
662688136, 517, 13.7001, 14.4829, 36873, 3, 67239, 3, 4338, 4, 2169
663700091, 518, 14.4515, 14.4837, 65640, 3, 67281, 3, 4923, 4, 1641
664105103, 519, 13.517, 14.4843, 32039, 3, 4179, 4, 69650, 3, 1393
666205873, 520, 13.7275, 14.4864, 37656, 3, 4184, 4, 71128, 3, 4184
668476238, 521, 12.9732, 14.4886, 21105, 3, 67536, 3, 4221, 4, 4221
682161960, 522, 13.5474, 14.502, 2437, 4, 68236, 3, 70673, 3, 2437
697061430, 523, 13.2385, 14.5164, 25872, 3, 68992, 3, 4312, 4, 4312
700953383, 524, 14.4233, 14.5198, 64233, 3, 69174, 3, 4941, 4, 4941
714852331, 525, 14.0075, 14.5329, 3176, 4, 69872, 3, 76224, 3, 3176
729369944, 526, 14.1421, 14.5462, 51766, 3, 70590, 3, 4706, 4, 4706
736450797, 527, 13.423, 14.5528, 29808, 3, 4347, 4, 72657, 3, 621
738080750, 528, 13.4771, 14.5542, 31073, 3, 71024, 3, 4439, 4, 4439
742591636, 529, 11.5846, 14.5583, 7270, 3, 71246, 3, 4362, 4, 1454
744735212, 530, 14.3989, 14.5599, 63042, 3, 71337, 3, 4977, 4, 1659
758134356, 531, 14.3141, 14.5718, 3789, 4, 71991, 3, 83358, 3, 3789
760812849, 532, 13.6399, 14.5742, 35208, 3, 4401, 4, 74817, 3, 4401
762666927, 533, 14.1881, 14.5758, 3524, 4, 4405, 4, 881, 5, 881
770066079, 534, 13.7018, 14.5823, 550, 5, 825, 5, 275, 6, 275
794451448, 535, 13.6998, 14.6029, 192, 6, 73728, 3, 4608, 4, 192
795942897, 536, 14.3782, 14.604, 62049, 3, 73788, 3, 5031, 4, 1677
798647101, 537, 14.5532, 14.6062, 4348, 4, 73916, 3, 91308, 3, 4348
802671451, 538, 10.0542, 14.6098, 2246, 3, 4492, 4, 74118, 3, 2246
806990275, 539, 14.0841, 14.6132, 49511, 3, 4501, 4, 81018, 3, 4501
807437038, 540, 13.8934, 14.6136, 42769, 3, 4502, 4, 78785, 3, 2251
811626225, 541, 13.3392, 14.6171, 27951, 3, 74536, 3, 847, 5, 847
837278881, 542, 13.6672, 14.6376, 2611, 4, 75719, 3, 78330, 3, 2611
839845463, 543, 13.515, 14.6397, 31990, 3, 4570, 4, 77690, 3, 4570
855369436, 544, 14.361, 14.6518, 61236, 3, 76545, 3, 5103, 4, 5103
858131146, 545, 12.5605, 14.654, 124, 6, 124, 7, 76880, 3, 124
861904143, 546, 14.6566, 14.6566, 76832, 3, 76832, 3, 5488, 4, 5488
866190393, 547, 13.456, 14.6601, 2312, 4, 68, 8, 78608, 3, 68
866779525, 548, 14.5236, 14.6604, 69375, 3, 4625, 4, 92500, 3, 4625
868674532, 549, 13.7589, 14.6619, 38575, 3, 4629, 4, 80236, 3, 1543
869728241, 550, 11.3721, 14.6629, 6176, 3, 77200, 3, 4632, 4, 1544
869770416, 551, 13.9132, 14.6629, 43425, 3, 77200, 3, 4825, 4, 4825
885014869, 552, 14.3475, 14.6743, 60606, 3, 4662, 4, 88578, 3, 4662
896236350, 553, 14.3815, 14.6826, 62208, 3, 864, 5, 72, 8, 72
902410699, 554, 13.3499, 14.6873, 28182, 3, 4697, 4, 79849, 3, 4697
918806184, 555, 12.6022, 14.6991, 126, 6, 79380, 3, 126, 7, 126
922363514, 556, 14.1553, 14.7017, 3458, 4, 79534, 3, 86450, 3, 3458
923623293, 557, 13.249, 14.7026, 26082, 3, 126, 7, 80514, 3, 126
924492535, 558, 14.3471, 14.7032, 60585, 3, 79626, 3, 5193, 4, 1731
937536646, 559, 13.3618, 14.7125, 2190, 4, 876, 5, 4818, 4, 438
947808990, 560, 14.6976, 14.7195, 870, 5, 4785, 4, 5655, 4, 435
949174045, 561, 13.1374, 14.7206, 23940, 3, 4788, 4, 81396, 3, 4788
951730748, 562, 14.3948, 14.7223, 62846, 3, 80802, 3, 134, 7, 134
958004974, 563, 13.6995, 14.7268, 36855, 3, 81081, 3, 4914, 4, 2457
968744720, 564, 14.1217, 14.734, 50960, 3, 81536, 3, 5096, 4, 5096
972308250, 565, 14.0524, 14.7365, 48320, 3, 4832, 4, 86976, 3, 4832
981156199, 566, 12.8631, 14.7426, 19396, 3, 4849, 4, 82433, 3, 4849
988695321, 567, 13.8743, 14.7476, 42146, 3, 4863, 4, 85913, 3, 1621
993196651, 568, 14.7505, 14.7505, 2, 49, 2, 49, 2, 50, 2
996624346, 569, 14.3049, 14.7528, 58656, 3, 82720, 3, 5264, 4, 752
1000917298, 570, 12.4982, 14.7558, 14658, 3, 4886, 4, 83062, 3, 4886
1004448951, 571, 14.3361, 14.758, 60078, 3, 83049, 3, 5301, 4, 1767
1011167158, 572, 11.975, 14.7626, 9810, 3, 4905, 4, 83385, 3, 4905
1011485497, 573, 14.4793, 14.7626, 4167, 4, 83340, 3, 95841, 3, 4167
1015035567, 574, 11.0738, 14.765, 4912, 3, 4912, 4, 83504, 3, 4912
1015878524, 575, 11.0743, 14.7657, 4914, 3, 83538, 3, 4914, 4, 4914
1016995512, 576, 14.5799, 14.7663, 72436, 3, 83580, 3, 5572, 4, 5572
1018774718, 577, 11.9793, 14.7675, 9842, 3, 83657, 3, 4921, 4, 4921
1020555498, 578, 13.783, 14.7686, 2791, 4, 83730, 3, 86521, 3, 2791
1026548407, 579, 12.5125, 14.7725, 14820, 3, 83980, 3, 4940, 4, 4940
1041722372, 580, 12.8971, 14.7822, 19908, 3, 84609, 3, 4977, 4, 4977
1062406796, 581, 12.5405, 14.7952, 1365, 4, 910, 5, 5005, 4, 455
1067119065, 582, 13.2037, 14.7981, 25190, 3, 85646, 3, 5038, 4, 5038
1085671450, 583, 11.4293, 14.8095, 720, 4, 86400, 3, 5040, 4, 720
1093128114, 584, 14.7307, 14.8139, 4816, 4, 86688, 3, 105952, 3, 4816
1096487219, 585, 14.3279, 14.816, 59697, 3, 86832, 3, 5427, 4, 5427
1105525562, 586, 13.4646, 14.8214, 30774, 3, 87193, 3, 5129, 4, 5129
1122108027, 587, 13.9862, 14.8313, 45927, 3, 5103, 4, 91854, 3, 5103
1136933643, 588, 13.6462, 14.84, 35378, 3, 88445, 3, 133, 7, 133
1138332320, 589, 14.3681, 14.8408, 61572, 3, 5131, 4, 97489, 3, 5131
1158393063, 590, 14.7516, 14.8523, 82640, 3, 5165, 4, 108465, 3, 5165
1159950997, 591, 13.6973, 14.8533, 36792, 3, 89352, 3, 5256, 4, 5256
1163508956, 592, 14.205, 14.8553, 54327, 3, 5174, 4, 95719, 3, 2587
1177942693, 593, 14.2971, 14.8634, 3752, 4, 90048, 3, 97552, 3, 3752
1183593538, 594, 10.6217, 14.8667, 3472, 3, 90272, 3, 5208, 4, 1736
1202461200, 595, 14.3219, 14.877, 59424, 3, 90993, 3, 5571, 4, 1857
1202833151, 596, 14.6309, 14.8772, 75330, 3, 945, 5, 105705, 3, 135
1212772899, 597, 14.6004, 14.8826, 73584, 3, 5256, 4, 105120, 3, 5256
1223329159, 598, 14.7984, 14.8883, 85666, 3, 91785, 3, 6119, 4, 6119
1234709906, 599, 13.9125, 14.8945, 43400, 3, 92225, 3, 5425, 4, 5425
1236092251, 600, 14.4569, 14.8952, 65910, 3, 92274, 3, 1014, 5, 1014
1236318522, 601, 13.8951, 14.8954, 2977, 4, 92287, 3, 95264, 3, 2977
1251728042, 602, 13.887, 14.9036, 42560, 3, 5320, 4, 95760, 3, 5320
1254563030, 603, 14.905, 14.905, 5324, 4, 5324, 4, 117128, 3, 5324
1260217196, 604, 14.5332, 14.908, 69888, 3, 93184, 3, 5824, 4, 5824
1260229364, 605, 14.6006, 14.908, 832, 5, 93184, 3, 106496, 3, 832
1269830648, 606, 14.0949, 14.9131, 49924, 3, 5349, 4, 98065, 3, 1783
1274089445, 607, 11.7148, 14.9154, 8034, 3, 5356, 4, 93730, 3, 2678
1324035010, 608, 14.3179, 14.9407, 59241, 3, 95550, 3, 5733, 4, 1911
1331617613, 609, 14.637, 14.9444, 4563, 4, 95823, 3, 109512, 3, 4563
1333941029, 610, 14.117, 14.9456, 50778, 3, 95914, 3, 5642, 4, 5642
1357814288, 611, 14.7266, 14.9573, 127, 7, 96774, 3, 112903, 3, 127
1358894876, 612, 13.7538, 14.958, 38423, 3, 5489, 4, 98802, 3, 5489
1375234832, 613, 9.79304, 14.9659, 1838, 3, 97414, 3, 5514, 4, 1838
1384505666, 614, 14.3519, 14.9703, 60808, 3, 5528, 4, 105032, 3, 5528
1408343008, 615, 13.6912, 14.9816, 36621, 3, 98595, 3, 5634, 4, 2817
1415947892, 616, 12.0242, 14.9851, 1014, 4, 98865, 3, 5577, 4, 507
1433114045, 617, 14.2006, 14.9931, 54143, 3, 5601, 4, 104552, 3, 1867
1443203215, 618, 13.5827, 14.9977, 33696, 3, 5616, 4, 101088, 3, 5616
1463159778, 619, 14.3154, 15.0068, 59130, 3, 100521, 3, 5913, 4, 5913
1468142961, 620, 14.7384, 15.0089, 81809, 3, 100688, 3, 6293, 4, 6293
1472338694, 621, 14.1078, 15.0109, 50421, 3, 100842, 3, 1029, 5, 1029
1472805254, 622, 14.8997, 15.0111, 5308, 4, 100852, 3, 122084, 3, 5308
1484411074, 623, 15.0162, 15.0162, 101250, 3, 101250, 3, 6750, 4, 6750
1488602589, 624, 14.0037, 15.0182, 3169, 4, 101408, 3, 104577, 3, 3169
1489927459, 625, 14.4332, 15.0188, 4058, 4, 101450, 3, 109566, 3, 4058
1505483136, 626, 13.3661, 15.0256, 28535, 3, 5707, 4, 102726, 3, 5707
1525250805, 627, 14.9669, 15.0341, 97495, 3, 5735, 4, 126170, 3, 5735
1548073637, 628, 13.0893, 15.0441, 23072, 3, 5768, 4, 103824, 3, 5768
1565852894, 629, 15.0515, 15.0515, 2, 50, 2, 50, 2, 51, 2
1573106729, 630, 14.6328, 15.0546, 75439, 3, 5803, 4, 116060, 3, 5803
1574298429, 631, 12.7228, 15.0552, 17415, 3, 5805, 4, 104490, 3, 5805
1587864400, 632, 12.1988, 15.0609, 11648, 3, 5824, 4, 104832, 3, 5824
1592856070, 633, 11.2972, 15.063, 5831, 3, 5831, 4, 104958, 3, 5831
1594055240, 634, 11.2977, 15.0635, 5833, 3, 104994, 3, 5833, 4, 5833
1597884354, 635, 12.2023, 15.0651, 11680, 3, 105120, 3, 5840, 4, 5840
1608165299, 636, 12.7348, 15.0693, 17577, 3, 105462, 3, 5859, 4, 5859
1613217632, 637, 14.3035, 15.0713, 58590, 3, 5859, 4, 111321, 3, 5859
1622136156, 638, 14.3142, 15.075, 59073, 3, 105924, 3, 6111, 4, 2037
1628191811, 639, 13.1179, 15.0775, 23584, 3, 106128, 3, 5896, 4, 5896
1629000097, 640, 14.5106, 15.0777, 68684, 3, 106148, 3, 6244, 4, 6244
1632871151, 641, 14.8377, 15.0793, 88290, 3, 5886, 4, 123606, 3, 5886
1638599467, 642, 14.4933, 15.0816, 67781, 3, 5894, 4, 114933, 3, 2947
1639062796, 643, 14.5564, 15.0818, 66, 8, 106480, 3, 6292, 4, 22
1647355988, 644, 14.4764, 15.0852, 4160, 4, 1040, 5, 6240, 4, 1040
